User_ID,Segment,Trend_Affinity,Geography
U_B05_02807,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_02808,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_02809,Fitness Enthusiast,Vegan,Tier 1
U_B05_02810,Fitness Enthusiast,Luxury,Tier 1
U_B05_02811,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02812,Premium Gourmet,High-Protein,Tier 3
U_B05_02813,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_02814,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_02815,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_02816,Budget Parent,Vegan,Tier 2
U_B05_02817,Budget Parent,Vegan,Tier 3
U_B05_02818,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_02819,Fitness Enthusiast,High-Protein,Tier 3
U_B05_02820,Budget Parent,Sustainable Packaging,Tier 1
U_B05_02821,Budget Parent,Value-Pack,Tier 3
U_B05_02822,Budget Parent,Vegan,Tier 2
U_B05_02823,Fitness Enthusiast,Luxury,Tier 2
U_B05_02824,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_02825,Premium Gourmet,High-Protein,Tier 1
U_B05_02826,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_02827,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_02828,Budget Parent,High-Protein,Tier 3
U_B05_02829,Fitness Enthusiast,Vegan,Tier 3
U_B05_02830,Premium Gourmet,Vegan,Tier 2
U_B05_02831,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_02832,Premium Gourmet,High-Protein,Tier 3
U_B05_02833,Premium Gourmet,Vegan,Tier 3
U_B05_02834,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_02835,Fitness Enthusiast,Vegan,Tier 3
U_B05_02836,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02837,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_02838,Budget Parent,Value-Pack,Tier 1
U_B05_02839,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_02840,Premium Gourmet,High-Protein,Tier 1
U_B05_02841,Fitness Enthusiast,Luxury,Tier 1
U_B05_02842,Premium Gourmet,Value-Pack,Tier 1
U_B05_02843,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_02844,Budget Parent,High-Protein,Tier 2
U_B05_02845,Fitness Enthusiast,High-Protein,Tier 1
U_B05_02846,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_02847,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02848,Premium Gourmet,Luxury,Tier 3
U_B05_02849,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_02850,Premium Gourmet,High-Protein,Tier 2
U_B05_02851,Fitness Enthusiast,High-Protein,Tier 3
U_B05_02852,Premium Gourmet,High-Protein,Tier 1
U_B05_02853,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_02854,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_02855,Budget Parent,High-Protein,Tier 1
U_B05_02856,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_02857,Budget Parent,Vegan,Tier 1
U_B05_02858,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_02859,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_02860,Premium Gourmet,Luxury,Tier 2
U_B05_02861,Budget Parent,High-Protein,Tier 1
U_B05_02862,Premium Gourmet,Vegan,Tier 2
U_B05_02863,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02864,Budget Parent,Value-Pack,Tier 2
U_B05_02865,Fitness Enthusiast,Luxury,Tier 1
U_B05_02866,Fitness Enthusiast,Luxury,Tier 1
U_B05_02867,Premium Gourmet,Vegan,Tier 1
U_B05_02868,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_02869,Fitness Enthusiast,High-Protein,Tier 1
U_B05_02870,Budget Parent,Sustainable Packaging,Tier 3
U_B05_02871,Budget Parent,High-Protein,Tier 1
U_B05_02872,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02873,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_02874,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_02875,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02876,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02877,Budget Parent,Value-Pack,Tier 3
U_B05_02878,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02879,Premium Gourmet,High-Protein,Tier 3
U_B05_02880,Premium Gourmet,Vegan,Tier 3
U_B05_02881,Budget Parent,High-Protein,Tier 3
U_B05_02882,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_02883,Premium Gourmet,Vegan,Tier 2
U_B05_02884,Budget Parent,Vegan,Tier 1
U_B05_02885,Fitness Enthusiast,Vegan,Tier 2
U_B05_02886,Fitness Enthusiast,Luxury,Tier 1
U_B05_02887,Premium Gourmet,High-Protein,Tier 3
U_B05_02888,Budget Parent,Sustainable Packaging,Tier 3
U_B05_02889,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02890,Premium Gourmet,High-Protein,Tier 3
U_B05_02891,Budget Parent,Value-Pack,Tier 1
U_B05_02892,Fitness Enthusiast,High-Protein,Tier 2
U_B05_02893,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_02894,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_02895,Fitness Enthusiast,Vegan,Tier 1
U_B05_02896,Premium Gourmet,Luxury,Tier 3
U_B05_02897,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02898,Budget Parent,Sustainable Packaging,Tier 3
U_B05_02899,Budget Parent,Luxury,Tier 1
U_B05_02900,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_02901,Premium Gourmet,Value-Pack,Tier 2
U_B05_02902,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02903,Premium Gourmet,High-Protein,Tier 2
U_B05_02904,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02905,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02906,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02907,Fitness Enthusiast,Value-Pack,Tier 3
U_B05_02908,Fitness Enthusiast,Luxury,Tier 1
U_B05_02909,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_02910,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02911,Budget Parent,Sustainable Packaging,Tier 3
U_B05_02912,Budget Parent,High-Protein,Tier 1
U_B05_02913,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02914,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_02915,Premium Gourmet,High-Protein,Tier 2
U_B05_02916,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_02917,Premium Gourmet,Luxury,Tier 3
U_B05_02918,Premium Gourmet,Vegan,Tier 3
U_B05_02919,Premium Gourmet,High-Protein,Tier 2
U_B05_02920,Premium Gourmet,High-Protein,Tier 3
U_B05_02921,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02922,Fitness Enthusiast,Vegan,Tier 2
U_B05_02923,Premium Gourmet,Luxury,Tier 3
U_B05_02924,Fitness Enthusiast,High-Protein,Tier 3
U_B05_02925,Gen-Z Trendseeker,Vegan,Tier 2
U_B05_02926,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02927,Budget Parent,Value-Pack,Tier 2
U_B05_02928,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02929,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02930,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_02931,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_02932,Premium Gourmet,Vegan,Tier 1
U_B05_02933,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_02934,Gen-Z Trendseeker,High-Protein,Tier 3
U_B05_02935,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_02936,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02937,Budget Parent,Value-Pack,Tier 3
U_B05_02938,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_02939,Premium Gourmet,Value-Pack,Tier 1
U_B05_02940,Fitness Enthusiast,High-Protein,Tier 2
U_B05_02941,Budget Parent,Luxury,Tier 3
U_B05_02942,Premium Gourmet,Luxury,Tier 1
U_B05_02943,Fitness Enthusiast,High-Protein,Tier 3
U_B05_02944,Fitness Enthusiast,Vegan,Tier 1
U_B05_02945,Premium Gourmet,Value-Pack,Tier 2
U_B05_02946,Budget Parent,Vegan,Tier 2
U_B05_02947,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_02948,Premium Gourmet,Vegan,Tier 3
U_B05_02949,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_02950,Premium Gourmet,High-Protein,Tier 2
U_B05_02951,Budget Parent,Vegan,Tier 1
U_B05_02952,Premium Gourmet,High-Protein,Tier 3
U_B05_02953,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_02954,Budget Parent,Luxury,Tier 2
U_B05_02955,Gen-Z Trendseeker,Vegan,Tier 2
U_B05_02956,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02957,Budget Parent,High-Protein,Tier 3
U_B05_02958,Premium Gourmet,Value-Pack,Tier 2
U_B05_02959,Premium Gourmet,Luxury,Tier 1
U_B05_02960,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_02961,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02962,Budget Parent,Vegan,Tier 2
U_B05_02963,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02964,Premium Gourmet,High-Protein,Tier 1
U_B05_02965,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_02966,Fitness Enthusiast,High-Protein,Tier 2
U_B05_02967,Fitness Enthusiast,High-Protein,Tier 3
U_B05_02968,Budget Parent,Vegan,Tier 1
U_B05_02969,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02970,Budget Parent,High-Protein,Tier 2
U_B05_02971,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_02972,Premium Gourmet,High-Protein,Tier 1
U_B05_02973,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02974,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_02975,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_02976,Budget Parent,High-Protein,Tier 1
U_B05_02977,Fitness Enthusiast,High-Protein,Tier 1
U_B05_02978,Budget Parent,Luxury,Tier 3
U_B05_02979,Budget Parent,High-Protein,Tier 1
U_B05_02980,Budget Parent,High-Protein,Tier 3
U_B05_02981,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_02982,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_02983,Premium Gourmet,Luxury,Tier 1
U_B05_02984,Fitness Enthusiast,Vegan,Tier 3
U_B05_02985,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_02986,Gen-Z Trendseeker,Vegan,Tier 1
U_B05_02987,Budget Parent,Vegan,Tier 2
U_B05_02988,Budget Parent,Luxury,Tier 1
U_B05_02989,Premium Gourmet,Value-Pack,Tier 2
U_B05_02990,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_02991,Budget Parent,Vegan,Tier 1
U_B05_02992,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02993,Fitness Enthusiast,Vegan,Tier 2
U_B05_02994,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02995,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_02996,Fitness Enthusiast,Vegan,Tier 2
U_B05_02997,Budget Parent,Sustainable Packaging,Tier 2
U_B05_02998,Premium Gourmet,High-Protein,Tier 1
U_B05_02999,Budget Parent,Vegan,Tier 1
U_B05_03000,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03001,Budget Parent,Vegan,Tier 2
U_B05_03002,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03003,Fitness Enthusiast,Vegan,Tier 1
U_B05_03004,Budget Parent,High-Protein,Tier 2
U_B05_03005,Fitness Enthusiast,Luxury,Tier 1
U_B05_03006,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_03007,Fitness Enthusiast,High-Protein,Tier 1
U_B05_03008,Premium Gourmet,Value-Pack,Tier 3
U_B05_03009,Premium Gourmet,Vegan,Tier 3
U_B05_03010,Fitness Enthusiast,Vegan,Tier 3
U_B05_03011,Budget Parent,High-Protein,Tier 1
U_B05_03012,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03013,Premium Gourmet,Vegan,Tier 3
U_B05_03014,Premium Gourmet,High-Protein,Tier 3
U_B05_03015,Budget Parent,Sustainable Packaging,Tier 2
U_B05_03016,Budget Parent,Sustainable Packaging,Tier 3
U_B05_03017,Premium Gourmet,Value-Pack,Tier 3
U_B05_03018,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03019,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03020,Fitness Enthusiast,Vegan,Tier 2
U_B05_03021,Budget Parent,Vegan,Tier 2
U_B05_03022,Fitness Enthusiast,Vegan,Tier 1
U_B05_03023,Budget Parent,High-Protein,Tier 1
U_B05_03024,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_03025,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03026,Premium Gourmet,High-Protein,Tier 3
U_B05_03027,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03028,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03029,Fitness Enthusiast,Vegan,Tier 3
U_B05_03030,Budget Parent,Value-Pack,Tier 3
U_B05_03031,Gen-Z Trendseeker,Vegan,Tier 2
U_B05_03032,Budget Parent,Vegan,Tier 1
U_B05_03033,Premium Gourmet,Luxury,Tier 1
U_B05_03034,Budget Parent,Luxury,Tier 2
U_B05_03035,Budget Parent,Luxury,Tier 3
U_B05_03036,Budget Parent,Luxury,Tier 3
U_B05_03037,Gen-Z Trendseeker,Vegan,Tier 1
U_B05_03038,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_03039,Fitness Enthusiast,High-Protein,Tier 1
U_B05_03040,Budget Parent,Sustainable Packaging,Tier 3
U_B05_03041,Fitness Enthusiast,Luxury,Tier 3
U_B05_03042,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_03043,Fitness Enthusiast,Vegan,Tier 1
U_B05_03044,Budget Parent,Sustainable Packaging,Tier 2
U_B05_03045,Fitness Enthusiast,Luxury,Tier 2
U_B05_03046,Fitness Enthusiast,Luxury,Tier 2
U_B05_03047,Premium Gourmet,High-Protein,Tier 2
U_B05_03048,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_03049,Budget Parent,Vegan,Tier 2
U_B05_03050,Premium Gourmet,Value-Pack,Tier 2
U_B05_03051,Budget Parent,Luxury,Tier 2
U_B05_03052,Fitness Enthusiast,Value-Pack,Tier 3
U_B05_03053,Budget Parent,Luxury,Tier 2
U_B05_03054,Premium Gourmet,Vegan,Tier 2
U_B05_03055,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03056,Budget Parent,High-Protein,Tier 1
U_B05_03057,Gen-Z Trendseeker,High-Protein,Tier 3
U_B05_03058,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_03059,Premium Gourmet,High-Protein,Tier 3
U_B05_03060,Gen-Z Trendseeker,High-Protein,Tier 3
U_B05_03061,Budget Parent,Vegan,Tier 2
U_B05_03062,Budget Parent,Value-Pack,Tier 2
U_B05_03063,Fitness Enthusiast,Vegan,Tier 3
U_B05_03064,Fitness Enthusiast,Luxury,Tier 1
U_B05_03065,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_03066,Premium Gourmet,High-Protein,Tier 3
U_B05_03067,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03068,Fitness Enthusiast,Luxury,Tier 1
U_B05_03069,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_03070,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_03071,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03072,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03073,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03074,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03075,Premium Gourmet,High-Protein,Tier 2
U_B05_03076,Premium Gourmet,High-Protein,Tier 3
U_B05_03077,Premium Gourmet,Value-Pack,Tier 1
U_B05_03078,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03079,Budget Parent,Value-Pack,Tier 3
U_B05_03080,Premium Gourmet,Luxury,Tier 3
U_B05_03081,Fitness Enthusiast,High-Protein,Tier 1
U_B05_03082,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_03083,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_03084,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03085,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03086,Fitness Enthusiast,High-Protein,Tier 1
U_B05_03087,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03088,Fitness Enthusiast,Luxury,Tier 2
U_B05_03089,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_03090,Fitness Enthusiast,Vegan,Tier 1
U_B05_03091,Budget Parent,Vegan,Tier 2
U_B05_03092,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_03093,Budget Parent,High-Protein,Tier 2
U_B05_03094,Budget Parent,Value-Pack,Tier 1
U_B05_03095,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03096,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_03097,Premium Gourmet,Luxury,Tier 1
U_B05_03098,Budget Parent,Luxury,Tier 2
U_B05_03099,Budget Parent,Value-Pack,Tier 1
U_B05_03100,Premium Gourmet,Vegan,Tier 1
U_B05_03101,Budget Parent,High-Protein,Tier 3
U_B05_03102,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03103,Budget Parent,High-Protein,Tier 1
U_B05_03104,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03105,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_03106,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03107,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_03108,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B05_03109,Premium Gourmet,Luxury,Tier 2
U_B05_03110,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_03111,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_03112,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_03113,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03114,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B05_03115,Fitness Enthusiast,Value-Pack,Tier 1
U_B05_03116,Budget Parent,Luxury,Tier 3
U_B05_03117,Premium Gourmet,Value-Pack,Tier 3
U_B05_03118,Fitness Enthusiast,Luxury,Tier 2
U_B05_03119,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03120,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03121,Budget Parent,Sustainable Packaging,Tier 1
U_B05_03122,Fitness Enthusiast,Vegan,Tier 2
U_B05_03123,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03124,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03125,Fitness Enthusiast,Vegan,Tier 3
U_B05_03126,Budget Parent,Value-Pack,Tier 2
U_B05_03127,Premium Gourmet,Vegan,Tier 3
U_B05_03128,Budget Parent,Sustainable Packaging,Tier 2
U_B05_03129,Budget Parent,Luxury,Tier 2
U_B05_03130,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_03131,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_03132,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03133,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03134,Budget Parent,High-Protein,Tier 3
U_B05_03135,Budget Parent,High-Protein,Tier 2
U_B05_03136,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03137,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_03138,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_03139,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_03140,Premium Gourmet,Luxury,Tier 1
U_B05_03141,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_03142,Premium Gourmet,Vegan,Tier 2
U_B05_03143,Premium Gourmet,Value-Pack,Tier 2
U_B05_03144,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_03145,Fitness Enthusiast,Vegan,Tier 2
U_B05_03146,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03147,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B05_03148,Budget Parent,Vegan,Tier 2
U_B05_03149,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_03150,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_03151,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03152,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03153,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03154,Gen-Z Trendseeker,Vegan,Tier 1
U_B05_03155,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03156,Fitness Enthusiast,Vegan,Tier 2
U_B05_03157,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_03158,Fitness Enthusiast,Luxury,Tier 3
U_B05_03159,Premium Gourmet,Value-Pack,Tier 1
U_B05_03160,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_03161,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03162,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03163,Premium Gourmet,Value-Pack,Tier 2
U_B05_03164,Premium Gourmet,Vegan,Tier 1
U_B05_03165,Premium Gourmet,Vegan,Tier 1
U_B05_03166,Budget Parent,Value-Pack,Tier 3
U_B05_03167,Gen-Z Trendseeker,Vegan,Tier 2
U_B05_03168,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03169,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03170,Gen-Z Trendseeker,Vegan,Tier 2
U_B05_03171,Fitness Enthusiast,Vegan,Tier 3
U_B05_03172,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03173,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_03174,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03175,Budget Parent,High-Protein,Tier 3
U_B05_03176,Premium Gourmet,Value-Pack,Tier 3
U_B05_03177,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B05_03178,Premium Gourmet,High-Protein,Tier 1
U_B05_03179,Fitness Enthusiast,Value-Pack,Tier 3
U_B05_03180,Budget Parent,Value-Pack,Tier 2
U_B05_03181,Premium Gourmet,Luxury,Tier 2
U_B05_03182,Premium Gourmet,Vegan,Tier 3
U_B05_03183,Premium Gourmet,High-Protein,Tier 1
U_B05_03184,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_03185,Premium Gourmet,Luxury,Tier 1
U_B05_03186,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B05_03187,Fitness Enthusiast,Vegan,Tier 2
U_B05_03188,Budget Parent,Sustainable Packaging,Tier 1
U_B05_03189,Budget Parent,Value-Pack,Tier 3
U_B05_03190,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_03191,Premium Gourmet,Vegan,Tier 1
U_B05_03192,Budget Parent,Value-Pack,Tier 3
U_B05_03193,Premium Gourmet,Luxury,Tier 3
U_B05_03194,Gen-Z Trendseeker,Vegan,Tier 1
U_B05_03195,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_03196,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03197,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03198,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03199,Budget Parent,High-Protein,Tier 2
U_B05_03200,Fitness Enthusiast,Value-Pack,Tier 3
U_B05_03201,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03202,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03203,Budget Parent,Value-Pack,Tier 1
U_B05_03204,Premium Gourmet,Sustainable Packaging,Tier 2
U_B05_03205,Gen-Z Trendseeker,Luxury,Tier 2
U_B05_03206,Fitness Enthusiast,Luxury,Tier 3
U_B05_03207,Premium Gourmet,High-Protein,Tier 3
U_B05_03208,Budget Parent,High-Protein,Tier 3
U_B05_03209,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03210,Budget Parent,Value-Pack,Tier 3
U_B05_03211,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03212,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_03213,Budget Parent,High-Protein,Tier 2
U_B05_03214,Premium Gourmet,Value-Pack,Tier 1
U_B05_03215,Premium Gourmet,Value-Pack,Tier 1
U_B05_03216,Budget Parent,Sustainable Packaging,Tier 2
U_B05_03217,Budget Parent,Value-Pack,Tier 1
U_B05_03218,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03219,Fitness Enthusiast,Luxury,Tier 1
U_B05_03220,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_03221,Premium Gourmet,Luxury,Tier 3
U_B05_03222,Fitness Enthusiast,High-Protein,Tier 2
U_B05_03223,Fitness Enthusiast,Vegan,Tier 2
U_B05_03224,Premium Gourmet,Value-Pack,Tier 1
U_B05_03225,Budget Parent,Sustainable Packaging,Tier 3
U_B05_03226,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_03227,Fitness Enthusiast,Value-Pack,Tier 2
U_B05_03228,Premium Gourmet,Vegan,Tier 2
U_B05_03229,Premium Gourmet,Luxury,Tier 1
U_B05_03230,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03231,Premium Gourmet,Luxury,Tier 2
U_B05_03232,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B05_03233,Budget Parent,Luxury,Tier 3
U_B05_03234,Gen-Z Trendseeker,High-Protein,Tier 2
U_B05_03235,Premium Gourmet,Value-Pack,Tier 2
U_B05_03236,Premium Gourmet,Sustainable Packaging,Tier 1
U_B05_03237,Gen-Z Trendseeker,Luxury,Tier 3
U_B05_03238,Budget Parent,Vegan,Tier 1
U_B05_03239,Gen-Z Trendseeker,Vegan,Tier 3
U_B05_03240,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03241,Gen-Z Trendseeker,High-Protein,Tier 1
U_B05_03242,Fitness Enthusiast,High-Protein,Tier 3
U_B05_03243,Budget Parent,Value-Pack,Tier 1
U_B05_03244,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_03245,Fitness Enthusiast,Luxury,Tier 2
U_B05_03246,Gen-Z Trendseeker,High-Protein,Tier 3
U_B05_03247,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B05_03248,Gen-Z Trendseeker,Luxury,Tier 1
U_B05_03249,Premium Gourmet,Value-Pack,Tier 1
U_B05_03250,Fitness Enthusiast,Value-Pack,Tier 3
U_B05_03251,Budget Parent,Value-Pack,Tier 2
U_B05_03252,Premium Gourmet,Value-Pack,Tier 2
U_B05_03253,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B05_03254,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B05_03255,Premium Gourmet,Sustainable Packaging,Tier 3
U_B05_03256,Premium Gourmet,High-Protein,Tier 2
U_B05_03257,Budget Parent,Luxury,Tier 1
U_B05_03258,Fitness Enthusiast,High-Protein,Tier 1
U_B05_03259,Premium Gourmet,Value-Pack,Tier 2
